Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Copia	Copia-54_GR-I	2390	292	198	149	368872	0.58
LTR/Copia	Copia-55_GR-I	4774	43	27	0	26976	0.04
LTR/Copia	Copia-56_BD-I	No_ref_available	1	1	0	62	0.00
LTR/Copia	Copia-56_GR-I	No_ref_available	280	132	0	210997	0.33
LTR/Copia	Copia-57B_NS-I	No_ref_available	2	1	0	1409	0.00
LTR/Copia	Copia-57_GR-I	6052	10	7	0	16185	0.03
LTR/Copia	Copia-57_NS-I	No_ref_available	1	1	0	572	0.00
LTR/Copia	Copia-58_GR-I	4811	33	24	1	47563	0.07
LTR/Copia	Copia-58_Mad-I	No_ref_available	4	2	0	575	0.00
LTR/Copia	Copia-58_NS-I	No_ref_available	6	4	0	5958	0.01
LTR/Copia	Copia-58_PPe-I	No_ref_available	3	2	0	613	0.00
LTR/Copia	Copia-59_GR-I	418	16	13	8	20240	0.03
LTR/Copia	Copia-5_AIp-I	No_ref_available	1	1	0	342	0.00
LTR/Copia	Copia-5_ATr-I	No_ref_available	8	6	0	2001	0.00
LTR/Copia	Copia-5_CP-I	No_ref_available	4	2	0	3026	0.00
LTR/Copia	Copia-5_OS-I	No_ref_available	1	1	0	300	0.00
LTR/Copia	Copia-5_ST-I	No_ref_available	1	1	0	307	0.00
LTR/Copia	Copia-60_GM-I	No_ref_available	10	7	0	7621	0.01
LTR/Copia	Copia-61_BD-I	No_ref_available	4	4	0	848	0.00
LTR/Copia	Copia-61_GM-I	No_ref_available	2	2	0	380	0.00
LTR/Copia	Copia-61_MN-I	No_ref_available	6	1	0	3202	0.01
LTR/Copia	Copia-61_PT-I	No_ref_available	1	1	0	290	0.00
LTR/Copia	Copia-61_VV-I	No_ref_available	1	1	0	200	0.00
LTR/Copia	Copia-62_NS-I	No_ref_available	1	1	0	59	0.00
LTR/Copia	Copia-63_MN-I	No_ref_available	1	1	0	1426	0.00
LTR/Copia	Copia-64_GM-I	No_ref_available	1	1	0	615	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	18	11	0	14339	0.02
LTR/Copia	Copia-66_PT-I	No_ref_available	1	1	0	117	0.00
LTR/Copia	Copia-69_GM-I	No_ref_available	2	2	0	1854	0.00
LTR/Copia	Copia-6_GR-I	No_ref_available	10	6	0	14899	0.02
LTR/Copia	Copia-70_NS-I	No_ref_available	62	23	0	23675	0.04
LTR/Copia	Copia-71_MN-I	No_ref_available	42	24	0	17591	0.03
LTR/Copia	Copia-71_VV-I	No_ref_available	2	1	0	1471	0.00
LTR/Copia	Copia-72_GM-I	No_ref_available	2	1	0	1340	0.00
LTR/Copia	Copia-74_ALY-I	No_ref_available	1	1	0	150	0.00
LTR/Copia	Copia-74_MN-I	No_ref_available	3	3	0	635	0.00
LTR/Copia	Copia-77_ST-I	No_ref_available	5	4	0	9367	0.01
LTR/Copia	Copia-78_MN-I	No_ref_available	1	1	0	111	0.00
LTR/Copia	Copia-79_GM-I	No_ref_available	3	2	0	4398	0.01
LTR/Copia	Copia-79_VV-I	No_ref_available	9	6	0	4705	0.01
LTR/Copia	Copia-7_ALY-I	No_ref_available	1	1	0	398	0.00
LTR/Copia	Copia-7_CP-I	No_ref_available	1	1	0	426	0.00
LTR/Copia	Copia-7_GR-I	No_ref_available	2	1	0	3171	0.00
LTR/Copia	Copia-82_GM-I	No_ref_available	2	2	0	4584	0.01
LTR/Copia	Copia-82_MN-I	No_ref_available	2	2	0	2115	0.00
LTR/Copia	Copia-82_NS-I	No_ref_available	4	2	0	1288	0.00
LTR/Copia	Copia-84_GM-I	No_ref_available	1	1	0	2964	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	9	7	0	2405	0.00
LTR/Copia	Copia-85_VV-I	No_ref_available	1	1	0	358	0.00
LTR/Copia	Copia-86_ST-I	No_ref_available	18	7	0	17115	0.03
LTR/Copia	Copia-88_VV-I	No_ref_available	1	1	0	45	0.00
LTR/Copia	Copia-89_VV-I	No_ref_available	2	2	0	139	0.00
LTR/Copia	Copia-8_ALY-I	No_ref_available	5	3	0	4566	0.01
LTR/Copia	Copia-8_GR-I	No_ref_available	5	3	0	7811	0.01
LTR/Copia	Copia-92_Mad-I	No_ref_available	1	1	0	173	0.00
LTR/Copia	Copia-92_PTr-I	No_ref_available	5	1	0	1431	0.00
LTR/Copia	Copia-92_ST-I	No_ref_available	2	1	0	251	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	2	2	0	363	0.00
LTR/Copia	Copia-93_ST-I	No_ref_available	14	8	0	12970	0.02
LTR/Copia	Copia-93_VV-I	No_ref_available	2	1	0	4027	0.01
LTR/Copia	Copia-95_VV-I	No_ref_available	1	1	0	1495	0.00
LTR/Copia	Copia-97_Mad-I	No_ref_available	1	1	0	433	0.00
LTR/Copia	Copia-9_ECa-I	No_ref_available	2	1	0	878	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	7	5	0	14738	0.02
LTR/Copia	Copia1-VV_I-int	No_ref_available	3	2	0	1527	0.00
LTR/Copia	Copia15-VV_I-int	No_ref_available	9	6	0	20242	0.03
LTR/Copia	Copia16-VV_I-int	No_ref_available	1	1	0	70	0.00
LTR/Copia	Copia18A-VV_I-int	No_ref_available	1	1	0	461	0.00
LTR/Copia	Copia26-PTR_I-int	No_ref_available	2	1	0	575	0.00
LTR/Copia	Copia27-PTR_I-int	No_ref_available	2	1	0	179	0.00
LTR/Copia	Copia27-VV_I-int	No_ref_available	4	2	0	6608	0.01
LTR/Copia	Copia4-VV_I-int	No_ref_available	1	1	0	557	0.00
LTR/Copia	Copia41-PTR_I-int	No_ref_available	1	1	0	179	0.00
LTR/Copia	Copia42-PTR_I-int	No_ref_available	2	1	0	416	0.00
LTR/Copia	Copia46-PTR_I-int	No_ref_available	2	2	0	161	0.00
LTR/Copia	GmCOPIA11_I-int	No_ref_available	5	2	0	3345	0.01
LTR/Copia	SHACOP18_I_MT-int	No_ref_available	5	4	0	4475	0.01
LTR/Copia	TST1_I-int	No_ref_available	22	10	0	30855	0.05
###LTR/Copia	All_elements	NA	4224	2505	935	4090400	6.4031

LTR/Gypsy	11706CL0002	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	120CL0149	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2336CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2958CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3221CL0005	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3371CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	3508CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3733CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3982CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4182CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	450CL0178	No_ref_available	12	12	0	967	0.00
LTR/Gypsy	6968CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	85CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	12	11	0	1119	0.00
LTR/Gypsy	ATHILA7_I-int	No_ref_available	2	2	0	96	0.00
LTR/Gypsy	BAGY2_HV_I-int	No_ref_available	1	1	0	104	0.00
LTR/Gypsy	CEREBA_HV_I-int	No_ref_available	1	1	0	60	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	1	1	0	1243	0.00
LTR/Gypsy	GYVIT1_I-int	No_ref_available	1	1	0	36	0.00
