Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Copia	GmCOPIA10_I-int	No_ref_available	1	1	0	299	0.00
LTR/Copia	GmCOPIA11_I-int	No_ref_available	1	1	0	91	0.00
LTR/Copia	OARE1_I-int	No_ref_available	2	1	0	264	0.00
LTR/Copia	RN107_I-int	No_ref_available	1	1	0	596	0.00
LTR/Copia	SHACOP4_I_MT-int	No_ref_available	2	1	0	2526	0.00
LTR/Copia	SHACOP8_I_MT-int	No_ref_available	3	2	0	3165	0.01
LTR/Copia	TST1_I-int	No_ref_available	50	20	0	59423	0.10
###LTR/Copia	All_elements	NA	4021	2393	898	3848288	6.5426

LTR/Gypsy	1026CL0156	No_ref_available	5	5	0	384	0.00
LTR/Gypsy	1027CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1036CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1052CL0149	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1070CL0156	No_ref_available	5	5	0	266	0.00
LTR/Gypsy	1107CL0156	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	1154CL0156	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	1155CL0156	No_ref_available	9	9	0	804	0.00
LTR/Gypsy	1162CL0150	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	11706CL0002	No_ref_available	6	6	0	391	0.00
LTR/Gypsy	1196CL0156	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	1208CL0156	No_ref_available	8	8	0	669	0.00
LTR/Gypsy	1213CL0150	No_ref_available	3	2	0	190	0.00
LTR/Gypsy	1226CL0156	No_ref_available	3	3	0	193	0.00
LTR/Gypsy	1230CL0150	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	1261CL0156	No_ref_available	2	2	0	109	0.00
LTR/Gypsy	1271CL0156	No_ref_available	1	1	0	60	0.00
LTR/Gypsy	1272CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1272CL0150	No_ref_available	5	5	0	406	0.00
LTR/Gypsy	1281CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1282CL0156	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	1317CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1325CL0156	No_ref_available	13	13	0	1021	0.00
LTR/Gypsy	1336CL0156	No_ref_available	11	9	0	847	0.00
LTR/Gypsy	1350CL0156	No_ref_available	7	7	0	568	0.00
LTR/Gypsy	1356CL0150	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	1361CL0156	No_ref_available	6	6	0	512	0.00
LTR/Gypsy	1377CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1383CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1395CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1413CL0102	No_ref_available	2	2	0	141	0.00
LTR/Gypsy	141CL0235	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1451CL0142	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1499CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1525CL0156	No_ref_available	3	3	0	283	0.00
LTR/Gypsy	1531CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1544CL0142	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1564CL0127	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	1568CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1617CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1622CL0143	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	1661CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1707CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1759CL0108	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	1784CL0127	No_ref_available	2	2	0	140	0.00
LTR/Gypsy	1791CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1813CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1871CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	187CL0246	No_ref_available	4	4	0	346	0.00
LTR/Gypsy	189CL0246	No_ref_available	4	4	0	330	0.00
LTR/Gypsy	1947CL0110	No_ref_available	1	1	0	44	0.00
LTR/Gypsy	1949CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1952CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1975CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	197CL0230	No_ref_available	3	3	0	192	0.00
LTR/Gypsy	2121CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	220CL0246	No_ref_available	15	15	0	1131	0.00
LTR/Gypsy	223CL0246	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	2317CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2322CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2354CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	2443CL0034	No_ref_available	3	3	0	285	0.00
LTR/Gypsy	2444CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	246CL0246	No_ref_available	3	3	0	280	0.00
LTR/Gypsy	2502CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2686CL0077	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2748CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2776CL0012	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	280CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2831CL0034	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	2847CL0038	No_ref_available	1	1	0	33	0.00
LTR/Gypsy	2893CL0028	No_ref_available	5	5	0	383	0.00
LTR/Gypsy	290CL0199	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	303CL0230	No_ref_available	2	2	0	169	0.00
LTR/Gypsy	304CL0230	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3074CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3129CL0019	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	336CL0230	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3475CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3508CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	358CL0230	No_ref_available	2	2	0	165	0.00
LTR/Gypsy	3596CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	360CL0230	No_ref_available	2	2	0	166	0.00
LTR/Gypsy	3664CL0026	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3729CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	376CL0156	No_ref_available	7	7	0	499	0.00
LTR/Gypsy	3770CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	385CL0142	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	413CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	453CL0199	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4561CL0038	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	459CL0150	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	4615CL0038	No_ref_available	2	2	0	187	0.00
LTR/Gypsy	4661CL0038	No_ref_available	2	2	0	168	0.00
LTR/Gypsy	4831CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	4863CL0034	No_ref_available	4	4	0	379	0.00
LTR/Gypsy	5134CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	517CL0199	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	5292CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	5618CL0019	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	563CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	565CL0199	No_ref_available	2	2	0	116	0.00
LTR/Gypsy	5664CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5867CL0038	No_ref_available	2	2	0	169	0.00
LTR/Gypsy	5959CL0038	No_ref_available	2	2	0	183	0.00
LTR/Gypsy	601CL0156	No_ref_available	9	9	0	853	0.00
LTR/Gypsy	633CL0156	No_ref_available	3	3	0	251	0.00
LTR/Gypsy	649CL0167	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6541CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	654CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	655CL0156	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	65CL0246	No_ref_available	3	3	0	285	0.00
LTR/Gypsy	6661CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6759CL0028	No_ref_available	1	1	0	83	0.00
LTR/Gypsy	695CL0145	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6968CL0034	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	720CL0156	No_ref_available	3	3	0	254	0.00
LTR/Gypsy	7263CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	727CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	737CL0150	No_ref_available	3	3	0	271	0.00
LTR/Gypsy	748CL0190	No_ref_available	6	6	0	508	0.00
LTR/Gypsy	763CL0167	No_ref_available	17	17	0	1431	0.00
LTR/Gypsy	7664CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7695CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8035CL0038	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8118CL0019	No_ref_available	4	4	0	283	0.00
LTR/Gypsy	816CL0077	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	848CL0127	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8982CL0002	No_ref_available	1	1	0	58	0.00
LTR/Gypsy	900CL0126	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	969CL0150	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	972CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	992CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	8	8	0	528	0.00
LTR/Gypsy	ATGP7I	No_ref_available	1	1	0	99	0.00
LTR/Gypsy	DEA1	No_ref_available	1	1	0	452	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	1	1	0	1404	0.00
LTR/Gypsy	GmGYPSY11_I-int	No_ref_available	1	1	0	47	0.00
LTR/Gypsy	Gyp_I_MT-int	No_ref_available	5	4	0	2025	0.00
LTR/Gypsy	Gypsy-10_GR-I	17079	731	377	244	635905	1.08
LTR/Gypsy	Gypsy-10_JC-I	No_ref_available	1	1	0	136	0.00
LTR/Gypsy	Gypsy-10_Mad-I	No_ref_available	4	4	0	311	0.00
LTR/Gypsy	Gypsy-11_GR-I	10124	74	32	4	134247	0.23
LTR/Gypsy	Gypsy-11_NN-I	No_ref_available	2	2	0	113	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	4	4	0	385	0.00
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	1	1	0	121	0.00
LTR/Gypsy	Gypsy-128_GM-I	No_ref_available	5	5	0	241	0.00
LTR/Gypsy	Gypsy-12_GR-I	1423	89	39	14	80046	0.14
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	14	9	0	4617	0.01
LTR/Gypsy	Gypsy-12_TC-I	No_ref_available	4	2	0	995	0.00
LTR/Gypsy	Gypsy-133_GM-I	No_ref_available	4	3	0	1803	0.00
LTR/Gypsy	Gypsy-137_GM-I	No_ref_available	10	10	0	562	0.00
LTR/Gypsy	Gypsy-137_SBi-I	No_ref_available	2	2	0	302	0.00
LTR/Gypsy	Gypsy-13_GR-I	6992	58	23	1	97787	0.17
LTR/Gypsy	Gypsy-13_TC-I	No_ref_available	12	9	0	6445	0.01
LTR/Gypsy	Gypsy-14_GR-I	613	45	27	4	61479	0.10
LTR/Gypsy	Gypsy-14_JC-I	No_ref_available	2	2	0	280	0.00
LTR/Gypsy	Gypsy-14_ST-I	No_ref_available	1	1	0	75	0.00
LTR/Gypsy	Gypsy-15_AIp-I	No_ref_available	1	1	0	110	0.00
LTR/Gypsy	Gypsy-15_GR-I	2559	621	379	285	467938	0.80
LTR/Gypsy	Gypsy-16_GR-I	635	63	37	18	51806	0.09
LTR/Gypsy	Gypsy-16_RC-I	No_ref_available	2	2	0	320	0.00
LTR/Gypsy	Gypsy-16_SB-I	No_ref_available	3	1	0	304	0.00
LTR/Gypsy	Gypsy-16_TC-I	No_ref_available	27	8	0	29429	0.05
LTR/Gypsy	Gypsy-17_GR-I	1831	531	235	89	798725	1.36
LTR/Gypsy	Gypsy-17_NN-I	No_ref_available	7	3	0	3075	0.01
LTR/Gypsy	Gypsy-17_RC-I	No_ref_available	17	17	0	670	0.00
LTR/Gypsy	Gypsy-18_GR-I	3021	1900	1058	941	1443955	2.45
LTR/Gypsy	Gypsy-18_MN-I	No_ref_available	2	2	0	434	0.00
LTR/Gypsy	Gypsy-18_RC-I	No_ref_available	1	1	0	208	0.00
LTR/Gypsy	Gypsy-19_GR-I	2767	900	588	502	597520	1.02
LTR/Gypsy	Gypsy-19_RC-I	No_ref_available	1	1	0	16	0.00
LTR/Gypsy	Gypsy-19_SB-I	No_ref_available	4	4	0	187	0.00
LTR/Gypsy	Gypsy-1B_NS-I	No_ref_available	1	1	0	61	0.00
LTR/Gypsy	Gypsy-1_ECa-I	No_ref_available	2	2	0	100	0.00
LTR/Gypsy	Gypsy-1_GR-I	1420	13	7	5	16385	0.03
LTR/Gypsy	Gypsy-1_JC-I	No_ref_available	2	1	0	3653	0.01
LTR/Gypsy	Gypsy-20_AIp-I	No_ref_available	18	18	0	2384	0.00
LTR/Gypsy	Gypsy-20_GR-I	9597	149	73	45	125078	0.21
LTR/Gypsy	Gypsy-20_Sit-I	No_ref_available	1	1	0	96	0.00
LTR/Gypsy	Gypsy-21_GR-I	7948	39	33	1	43326	0.07
LTR/Gypsy	Gypsy-21_RC-I	No_ref_available	24	16	0	12397	0.02
LTR/Gypsy	Gypsy-22_GR-I	1591	17	10	5	15164	0.03
LTR/Gypsy	Gypsy-22_RC-I	No_ref_available	3	3	0	445	0.00
LTR/Gypsy	Gypsy-23_GR-LTR	1443	18	18	18	10290	0.02
LTR/Gypsy	Gypsy-23_RC-I	No_ref_available	1	1	0	68	0.00
LTR/Gypsy	Gypsy-23_VV-I	No_ref_available	2	2	0	32	0.00
LTR/Gypsy	Gypsy-24_GR-I	7272	5	4	0	7760	0.01
LTR/Gypsy	Gypsy-24_MN-I	No_ref_available	3	2	0	596	0.00
